Date	City	Kilometers
2019-07-29	TK	61
2019-07-29	18	54
2019-07-29	WW	69
2019-07-29	0W	39
2019-07-29	J7	6
2019-07-29	YY	49
2019-07-29	A1	64
2019-07-29	3Y	26
2019-07-29	9V	3
2019-07-29	7G	17
2019-07-29	QE	24
2019-07-29	LM	3
2019-07-29	86	43
2019-07-29	6X	32
2019-07-29	GP	9
2019-07-29	K5	23
2019-07-29	3W	10
2019-07-29	IW	22
2019-07-29	01	63
2019-07-29	6T	41
2019-07-29	28	32
2019-07-29	U7	34
2019-07-29	P4	8
2019-07-30	6H	6
2019-07-30	5H	1
2019-07-30	YC	31
2019-07-30	ZX	22
2019-07-30	O3	48
2019-07-30	8K	1
2019-07-30	TJ	27
2019-07-30	XT	14
2019-07-30	48	64
2019-07-30	5E	14
2019-07-30	TH	34
2019-07-30	37	50
2019-07-30	JC	35
2019-07-30	SW	29
2019-07-30	51	68
2019-07-30	P2	28
2019-07-30	WH	29
2019-07-30	ML	6
2019-07-30	2E	34
2019-07-30	53	15
2019-07-30	CI	36
2019-07-30	YB	15
2019-07-30	DA	22
2019-07-30	9H	4
2019-07-31	2Y	10
2019-07-31	2R	7
2019-07-31	2A	17
2019-07-31	YY	63
2019-07-31	3N	49
2019-07-31	E0	12
2019-07-31	S8	22
2019-07-31	DD	3
2019-07-31	UL	25
2019-07-31	4C	42
2019-07-31	Q7	17
2019-07-31	2K	11
2019-07-31	06	23
2019-07-31	YO	66
2019-07-31	YJ	5
2019-07-31	75	55
2019-07-31	1P	21
2019-07-31	I6	2
2019-07-31	UK	33
2019-07-31	LQ	3
2019-07-31	DY	0
2019-07-31	XV	17
2019-07-31	TD	22
2019-07-31	YI	10
2019-08-01	4X	22
2019-08-01	ZO	29
2019-08-01	QN	10
2019-08-01	R8	21
2019-08-01	EC	2
2019-08-01	GA	0
2019-08-01	H9	7
2019-08-01	80	25
2019-08-01	EV	51
2019-08-01	98	42
2019-08-01	N7	20
2019-08-01	Q7	3
2019-08-01	NB	8
2019-08-01	B1	29
2019-08-01	YK	49
2019-08-01	G9	36
2019-08-01	DD	8
2019-08-01	BK	5
2019-08-01	M5	11
2019-08-01	YB	25
2019-08-01	WU	17
2019-08-01	KU	12
2019-08-01	P2	30
2019-08-01	FS	23
2019-08-02	9R	14
2019-08-02	FC	2
2019-08-02	VE	18
2019-08-02	G9	27
2019-08-02	3B	11
2019-08-02	6N	15
2019-08-02	U9	10
2019-08-02	EU	12
2019-08-02	BQ	7
2019-08-02	0H	27
2019-08-02	FE	19
2019-08-02	R4	5
2019-08-02	3E	14
2019-08-02	63	15
2019-08-02	NV	59
2019-08-02	D3	45
2019-08-02	AP	26
2019-08-02	XI	16
2019-08-02	UM	1
2019-08-02	13	62
2019-08-02	IN	51
2019-08-02	OK	3
2019-08-02	ER	3
2019-08-02	KD	8
2019-08-03	0M	18
2019-08-03	IA	13
2019-08-03	8Q	1
2019-08-03	51	35
2019-08-03	V6	38
2019-08-03	YH	21
2019-08-03	T0	29
2019-08-03	TJ	26
2019-08-03	X5	17
2019-08-03	HJ	5
2019-08-03	QI	8
2019-08-03	HN	4
2019-08-03	NE	3
2019-08-03	78	36
2019-08-03	HZ	51
2019-08-03	NQ	3
2019-08-03	LV	3
2019-08-03	DG	23
2019-08-03	P1	10
2019-08-03	9W	15
2019-08-03	3G	22
2019-08-03	0H	2
2019-08-03	DG	19
2019-08-03	C2	22
2019-08-04	1N	10
2019-08-04	4U	10
2019-08-04	5F	14
2019-08-04	QF	28
2019-08-04	OC	5
2019-08-04	5W	6
2019-08-04	V0	6
2019-08-04	FT	20
2019-08-04	20	56
2019-08-04	LL	54
2019-08-04	7I	24
2019-08-04	VJ	32
2019-08-04	9J	29
2019-08-04	CM	13
2019-08-04	I8	15
2019-08-04	DL	15
2019-08-04	F4	22
2019-08-04	I8	7
2019-08-04	UT	40
2019-08-04	5X	28
2019-08-04	JP	13
2019-08-04	WC	0
2019-08-04	K8	23
2019-08-04	JI	16
2019-08-05	UX	26
2019-08-05	U0	40
2019-08-05	CP	14
2019-08-05	H4	23
2019-08-05	FR	28
2019-08-05	QW	16
2019-08-05	PF	18
2019-08-05	P1	21
2019-08-05	NU	34
2019-08-05	RG	10
2019-08-05	2W	16
2019-08-05	CJ	4
2019-08-05	X1	4
2019-08-05	M2	10
2019-08-05	D8	3
2019-08-05	OG	26
2019-08-05	FY	9
2019-08-05	9R	20
2019-08-05	EC	3
2019-08-05	2C	19
2019-08-05	UD	36
2019-08-05	UO	11
2019-08-05	TA	15
2019-08-05	7G	23
2019-08-06	DJ	16
2019-08-06	JA	3
2019-08-06	NV	25
2019-08-06	JM	13
2019-08-06	QH	2
2019-08-06	L1	28
2019-08-06	LF	21
2019-08-06	PX	22
2019-08-06	BR	20
2019-08-06	KE	4
2019-08-06	HH	0
2019-08-06	SF	9
2019-08-06	PF	3
2019-08-06	GY	10
2019-08-06	YX	17
2019-08-06	0N	51
2019-08-06	WE	30
2019-08-06	V3	19
2019-08-06	FZ	23
2019-08-06	9Y	14
2019-08-06	57	38
2019-08-06	0I	13
2019-08-06	SF	32
2019-08-06	7N	20
2019-08-07	UT	36
2019-08-07	O9	33
2019-08-07	7K	6
2019-08-07	BT	20
2019-08-07	AJ	11
2019-08-07	SX	32
2019-08-07	C8	48
2019-08-07	CL	20
2019-08-07	UV	28
2019-08-07	PU	6
2019-08-07	5Z	22
2019-08-07	VB	9
2019-08-07	VL	10
2019-08-07	2F	42
2019-08-07	69	9
2019-08-07	5S	25
2019-08-07	UZ	39
2019-08-07	MX	10
2019-08-07	IB	26
2019-08-07	4Q	6
2019-08-07	NO	24
2019-08-07	Q9	19
2019-08-07	NA	5
2019-08-07	28	37
2019-08-08	TY	67
2019-08-08	6K	44
2019-08-08	E9	3
2019-08-08	0X	10
2019-08-08	WU	36
2019-08-08	PO	13
2019-08-08	W8	16
2019-08-08	8I	14
2019-08-08	QG	23
2019-08-08	CU	0
2019-08-08	TW	19
2019-08-08	7I	43
2019-08-08	9M	6
2019-08-08	ZM	33
2019-08-08	SF	14
2019-08-08	2B	37
2019-08-08	18	11
2019-08-08	FO	44
2019-08-08	TQ	16
2019-08-08	T8	25
2019-08-08	K6	11
2019-08-08	4B	11
2019-08-08	DD	18
2019-08-08	N2	8
2019-08-09	TQ	37
2019-08-09	VM	2
2019-08-09	1N	36
2019-08-09	7X	16
2019-08-09	G1	23
2019-08-09	9D	5
2019-08-09	A9	3
2019-08-09	DP	26
2019-08-09	SV	21
2019-08-09	MN	14
2019-08-09	AH	18
2019-08-09	5F	14
2019-08-09	V9	20
2019-08-09	ZF	17
2019-08-09	LS	1
2019-08-09	3S	25
2019-08-09	GT	21
2019-08-09	GV	2
2019-08-09	TI	0
2019-08-09	WM	7
2019-08-09	3X	25
2019-08-09	LU	22
2019-08-09	I2	38
2019-08-09	VG	34
2019-08-10	0D	41
2019-08-10	PB	30
2019-08-10	H4	22
2019-08-10	9W	20
2019-08-10	84	36
2019-08-10	95	2
2019-08-10	H1	11
2019-08-10	7G	5
2019-08-10	ZJ	38
2019-08-10	L9	31
2019-08-10	HZ	29
2019-08-10	WZ	15
2019-08-10	0R	47
2019-08-10	0J	8
2019-08-10	3Z	19
2019-08-10	32	40
2019-08-10	B5	18
2019-08-10	U3	17
2019-08-10	F8	10
2019-08-10	OY	42
2019-08-10	X9	23
2019-08-10	SV	24
2019-08-10	0N	43
2019-08-10	C6	5
2019-08-11	LL	31
2019-08-11	SF	1
2019-08-11	5A	35
2019-08-11	G2	3
2019-08-11	1D	4
2019-08-11	OJ	36
2019-08-11	L7	22
2019-08-11	ID	10
2019-08-11	RF	11
2019-08-11	7S	14
2019-08-11	74	31
2019-08-11	7C	15
2019-08-11	86	12
2019-08-11	J9	21
2019-08-11	AI	7
2019-08-11	1P	9
2019-08-11	R8	9
2019-08-11	VT	32
2019-08-11	YW	6
2019-08-11	Y9	30
2019-08-11	FX	12
2019-08-11	23	57
2019-08-11	OV	64
2019-08-11	JB	25
2019-08-12	KJ	9
2019-08-12	ED	12
2019-08-12	TL	23
2019-08-12	AB	29
2019-08-12	QI	23
2019-08-12	AX	1
2019-08-12	NO	4
2019-08-12	NJ	5
2019-08-12	6V	12
2019-08-12	SK	18
2019-08-12	6T	20
2019-08-12	A6	19
2019-08-12	92	12
2019-08-12	7T	32
2019-08-12	C7	17
2019-08-12	VX	52
2019-08-12	SP	11
2019-08-12	TV	7
2019-08-12	2V	34
2019-08-12	WF	21
2019-08-12	QH	4
2019-08-12	HU	4
2019-08-12	OR	4
2019-08-12	UF	6
2019-08-13	N2	27
2019-08-13	DR	22
2019-08-13	8L	18
2019-08-13	V6	8
2019-08-13	PW	27
2019-08-13	D9	42
2019-08-13	UQ	41
2019-08-13	1Z	27
2019-08-13	5A	21
2019-08-13	Q4	15
2019-08-13	K5	5
2019-08-13	19	22
2019-08-13	TV	64
2019-08-13	WH	11
2019-08-13	K0	36
2019-08-13	P0	5
2019-08-13	5H	3
2019-08-13	K3	1
2019-08-13	D7	3
2019-08-13	AH	14
2019-08-13	T7	2
2019-08-13	62	35
2019-08-13	51	2
2019-08-13	M5	28
2019-08-14	KC	12
2019-08-14	VZ	34
2019-08-14	EX	19
2019-08-14	2J	33
2019-08-14	W4	15
2019-08-14	38	32
2019-08-14	ZE	52
2019-08-14	G8	32
2019-08-14	F4	5
2019-08-14	C3	4
2019-08-14	7O	16
2019-08-14	6N	2
2019-08-14	6W	9
2019-08-14	K0	18
2019-08-14	64	17
2019-08-14	X7	37
2019-08-14	X5	2
2019-08-14	RX	29
2019-08-14	LK	19
2019-08-14	FP	1
2019-08-14	DC	15
2019-08-14	AB	4
2019-08-14	26	27
2019-08-14	CH	35
2019-08-15	CR	10
2019-08-15	WN	16
2019-08-15	5W	25
2019-08-15	G8	13
2019-08-15	4D	7
2019-08-15	XJ	42
2019-08-15	W2	25
2019-08-15	B4	19
2019-08-15	W8	25
2019-08-15	TD	9
2019-08-15	ZX	26
2019-08-15	N1	51
2019-08-15	04	27
2019-08-15	PL	56
2019-08-15	4W	17
2019-08-15	14	38
2019-08-15	P7	34
2019-08-15	YG	25
2019-08-15	V6	20
2019-08-15	4O	9
2019-08-15	AG	5
2019-08-15	BL	6
2019-08-15	3C	24
2019-08-15	ZE	41
2019-08-16	SH	4
2019-08-16	ZK	10
2019-08-16	EM	19
2019-08-16	N6	14
2019-08-16	RJ	24
2019-08-16	WU	16
2019-08-16	HR	18
2019-08-16	AH	17
2019-08-16	ME	9
2019-08-16	LQ	11
2019-08-16	TN	5
2019-08-16	43	59
2019-08-16	QG	49
2019-08-16	8F	26
2019-08-16	N6	6
2019-08-16	ES	20
2019-08-16	UH	5
2019-08-16	W5	17
2019-08-16	XJ	22
2019-08-16	EK	18
2019-08-16	09	39
2019-08-16	3Z	36
2019-08-16	58	32
2019-08-16	G4	14
2019-08-17	2U	12
2019-08-17	43	32
2019-08-17	4U	34
2019-08-17	30	38
2019-08-17	UX	74
2019-08-17	RN	13
2019-08-17	8Z	14
2019-08-17	K9	14
2019-08-17	IY	30
2019-08-17	FK	17
2019-08-17	DI	4
2019-08-17	WE	15
2019-08-17	W6	15
2019-08-17	UN	22
2019-08-17	LQ	6
2019-08-17	AX	4
2019-08-17	B6	33
2019-08-17	TD	32
2019-08-17	NS	9
2019-08-17	NX	5
2019-08-17	BF	30
2019-08-17	70	33
2019-08-17	V0	31
2019-08-17	3Y	6
2019-08-18	KY	24
2019-08-18	2Q	33
2019-08-18	09	26
2019-08-18	BY	50
2019-08-18	VI	4
2019-08-18	6A	40
2019-08-18	8R	19
2019-08-18	DO	9
2019-08-18	3M	19
2019-08-18	FO	21
2019-08-18	BX	5
2019-08-18	S4	19
2019-08-18	HA	2
2019-08-18	MZ	30
2019-08-18	FL	21
2019-08-18	2K	21
2019-08-18	73	19
2019-08-18	G6	19
2019-08-18	L8	7
2019-08-18	8M	1
2019-08-18	8E	8
2019-08-18	PH	27
2019-08-18	6T	14
2019-08-18	WP	29
2019-08-19	F3	46
2019-08-19	EJ	22
2019-08-19	VT	27
2019-08-19	RM	11
2019-08-19	RJ	3
2019-08-19	FJ	12
2019-08-19	PH	8
2019-08-19	V5	13
2019-08-19	HJ	7
2019-08-19	X8	2
2019-08-19	05	43
2019-08-19	E7	23
2019-08-19	LK	27
2019-08-19	CJ	10
2019-08-19	RO	20
2019-08-19	0B	47
2019-08-19	IV	45
2019-08-19	AM	17
2019-08-19	MR	17
2019-08-19	GS	5
2019-08-19	UK	6
2019-08-19	AC	28
2019-08-19	BX	22
2019-08-19	VU	17
2019-08-20	4D	51
2019-08-20	95	10
2019-08-20	2E	9
2019-08-20	2I	4
2019-08-20	OM	33
2019-08-20	JP	2
2019-08-20	GQ	2
2019-08-20	S8	13
2019-08-20	6G	14
2019-08-20	FP	25
2019-08-20	VS	19
2019-08-20	AC	37
2019-08-20	U3	4
2019-08-20	MV	27
2019-08-20	35	59
2019-08-20	XN	62
2019-08-20	9X	21
2019-08-20	8L	13
2019-08-20	QV	35
2019-08-20	ZL	1
2019-08-20	6R	30
2019-08-20	7A	16
2019-08-20	CP	27
2019-08-20	XY	30
2019-08-21	HL	29
2019-08-21	P6	14
2019-08-21	3R	1
2019-08-21	QF	18
2019-08-21	73	45
2019-08-21	TG	49
2019-08-21	K4	28
2019-08-21	PO	32
2019-08-21	BO	14
2019-08-21	YR	26
2019-08-21	KU	11
2019-08-21	R9	21
2019-08-21	B7	18
2019-08-21	2R	11
2019-08-21	SP	31
2019-08-21	Y2	24
2019-08-21	WY	37
2019-08-21	C6	55
2019-08-21	WX	54
2019-08-21	ND	29
2019-08-21	14	45
2019-08-21	E9	25
2019-08-21	RB	22
2019-08-21	C9	24
2019-08-22	CS	26
2019-08-22	N3	21
2019-08-22	SD	22
2019-08-22	QX	18
2019-08-22	EM	23
2019-08-22	LA	5
2019-08-22	YF	18
2019-08-22	8H	31
2019-08-22	ZZ	52
2019-08-22	W7	38
2019-08-22	1I	20
2019-08-22	5Q	12
2019-08-22	RA	13
2019-08-22	98	34
2019-08-22	ZD	45
2019-08-22	6H	32
2019-08-22	2J	2
2019-08-22	B9	1
2019-08-22	VG	34
2019-08-22	5V	18
2019-08-22	OO	19
2019-08-22	XY	19
2019-08-22	CJ	36
2019-08-22	FL	5
2019-08-23	64	40
2019-08-23	TO	57
2019-08-23	35	59
2019-08-23	IL	45
2019-08-23	UE	5
2019-08-23	M1	28
2019-08-23	40	26
2019-08-23	2U	35
2019-08-23	2S	2
2019-08-23	6U	6
2019-08-23	GC	1
2019-08-23	36	33
2019-08-23	2M	22
2019-08-23	ST	40
2019-08-23	5X	26
2019-08-23	QZ	30
2019-08-23	0D	55
2019-08-23	J2	8
2019-08-23	C7	2
2019-08-23	RC	27
2019-08-23	AI	11
2019-08-23	DZ	20
2019-08-23	YL	7
2019-08-23	TE	12
2019-08-24	S3	19
2019-08-24	S2	1
2019-08-24	NL	21
2019-08-24	TA	5
2019-08-24	DA	16
2019-08-24	CB	0
2019-08-24	AC	1
2019-08-24	PR	30
2019-08-24	AN	19
2019-08-24	M8	10
2019-08-24	IW	27
2019-08-24	3I	36
2019-08-24	Z4	18
2019-08-24	2A	27
2019-08-24	YZ	64
2019-08-24	2J	55
2019-08-24	38	17
2019-08-24	X8	37
2019-08-24	9V	1
2019-08-24	7U	3
2019-08-24	KI	8
2019-08-24	NS	13
2019-08-24	6T	23
2019-08-24	1T	5
2019-08-25	K5	5
2019-08-25	UF	27
2019-08-25	O8	20
2019-08-25	NI	16
2019-08-25	TJ	7
2019-08-25	LJ	8
2019-08-25	ZS	23
2019-08-25	M7	41
2019-08-25	H3	9
2019-08-25	10	26
2019-08-25	HP	55
2019-08-25	S0	21
2019-08-25	9X	14
2019-08-25	JP	9
2019-08-25	PN	4
2019-08-25	2P	28
2019-08-25	Y6	13
2019-08-25	3P	12
2019-08-25	RQ	32
2019-08-25	6L	33
2019-08-25	ZZ	50
2019-08-25	A1	66
2019-08-25	HH	30
2019-08-25	0N	18
2019-08-26	4X	14
2019-08-26	W6	1
2019-08-26	34	38
2019-08-26	HA	34
2019-08-26	QZ	34
2019-08-26	E1	53
2019-08-26	BV	34
2019-08-26	NM	3
2019-08-26	NW	10
2019-08-26	T5	28
2019-08-26	M2	10
2019-08-26	UG	29
2019-08-26	QS	8
2019-08-26	59	54
2019-08-26	KT	49
2019-08-26	P0	31
2019-08-26	5C	8
2019-08-26	3V	17
2019-08-26	77	27
2019-08-26	DH	30
2019-08-26	XO	27
2019-08-26	I1	45
2019-08-26	HP	30
2019-08-26	GY	8
2019-08-27	H7	33
2019-08-27	H9	2
2019-08-27	9E	3
2019-08-27	7D	3
2019-08-27	MJ	28
2019-08-27	6I	24
2019-08-27	1M	1
2019-08-27	9S	14
2019-08-27	JQ	15
2019-08-27	4V	17
2019-08-27	A4	21
2019-08-27	49	8
2019-08-27	AP	36
2019-08-27	EO	3
2019-08-27	MH	1
2019-08-27	ZB	7
2019-08-27	MP	1
2019-08-27	DP	9
2019-08-27	0C	33
2019-08-27	I1	7
2019-08-27	Z2	18
2019-08-27	T8	0
2019-08-27	Z9	7
2019-08-27	VS	22
2019-08-28	WI	9
2019-08-28	OD	13
2019-08-28	75	39
2019-08-28	4E	13
2019-08-28	B0	7
2019-08-28	1B	1
2019-08-28	YQ	55
2019-08-28	17	66
2019-08-28	NR	56
2019-08-28	EP	11
2019-08-28	CS	1
2019-08-28	AG	14
2019-08-28	OB	9
2019-08-28	6O	12
2019-08-28	MX	32
2019-08-28	VN	1
2019-08-28	Q4	31
2019-08-28	RL	25
2019-08-28	YI	4
2019-08-28	IC	22
2019-08-28	2R	8
2019-08-28	TL	28
2019-08-28	P9	23
2019-08-28	LO	18
2019-08-29	36	50
2019-08-29	5Y	37
2019-08-29	7S	4
2019-08-29	WQ	30
2019-08-29	IH	23
2019-08-29	2H	23
2019-08-29	JS	35
2019-08-29	YN	10
2019-08-29	IO	15
2019-08-29	QO	8
2019-08-29	KO	6
2019-08-29	DN	8
2019-08-29	S1	14
2019-08-29	TE	21
2019-08-29	ST	14
2019-08-29	SJ	10
2019-08-29	SX	14
2019-08-29	KC	29
2019-08-29	W6	1
2019-08-29	SV	28
2019-08-29	54	64
2019-08-29	JW	56
2019-08-29	1R	30
2019-08-29	C3	13
2019-08-30	4N	12
2019-08-30	3T	5
2019-08-30	4J	9
2019-08-30	ER	25
2019-08-30	92	44
2019-08-30	SZ	66
2019-08-30	AN	30
2019-08-30	T4	7
2019-08-30	SW	34
2019-08-30	G5	46
2019-08-30	0Q	5
2019-08-30	PY	40
2019-08-30	LS	10
2019-08-30	QS	5
2019-08-30	KP	9
2019-08-30	C2	38
2019-08-30	CV	36
2019-08-30	GK	7
2019-08-30	AY	8
2019-08-30	40	54
2019-08-30	1Q	30
2019-08-30	4R	4
2019-08-30	JN	18
2019-08-30	5V	13
2019-08-31	4F	17
2019-08-31	AN	21
2019-08-31	5U	5
2019-08-31	FX	20
2019-08-31	AX	5
2019-08-31	B1	38
2019-08-31	KV	46
2019-08-31	AI	23
2019-08-31	LE	7
2019-08-31	3U	9
2019-08-31	6J	8
2019-08-31	59	18
2019-08-31	BQ	37
2019-08-31	47	40
2019-08-31	CC	27
2019-08-31	FO	15
2019-08-31	0M	24
2019-08-31	CA	7
2019-08-31	2W	5
2019-08-31	GN	12
2019-08-31	RF	3
2019-08-31	3O	22
2019-08-31	QP	31
2019-08-31	JP	7
2019-09-01	SR	11
2019-09-01	9U	23
2019-09-01	TN	20
2019-09-01	DO	15
2019-09-01	XO	20
2019-09-01	0I	46
2019-09-01	8O	14
2019-09-01	13	35
2019-09-01	ZU	75
2019-09-01	S1	43
2019-09-01	VO	33
2019-09-01	9J	34
2019-09-01	1B	16
2019-09-01	KK	35
2019-09-01	DM	5
2019-09-01	R1	14
2019-09-01	X6	11
2019-09-01	BL	0
2019-09-01	EL	3
2019-09-01	XB	9
2019-09-01	HM	5
2019-09-01	SK	9
2019-09-01	VW	15
2019-09-01	RS	8
2019-09-02	ZT	9
2019-09-02	40	74
2019-09-02	9O	36
2019-09-02	CA	4
2019-09-02	4W	7
2019-09-02	SE	13
2019-09-02	9R	13
2019-09-02	90	34
2019-09-02	CF	32
2019-09-02	4I	12
2019-09-02	X3	14
2019-09-02	SB	10
2019-09-02	JR	7
2019-09-02	WQ	12
2019-09-02	97	56
2019-09-02	6N	20
2019-09-02	6D	10
2019-09-02	Y8	23
2019-09-02	N9	10
2019-09-02	1P	6
2019-09-02	G6	4
2019-09-02	51	23
2019-09-02	J0	20
2019-09-02	2F	2
2019-09-03	C2	3
2019-09-03	FE	22
2019-09-03	MI	11
2019-09-03	FT	4
2019-09-03	XN	12
2019-09-03	87	55
2019-09-03	3J	14
2019-09-03	E7	1
2019-09-03	LL	28
2019-09-03	GG	10
2019-09-03	LE	3
2019-09-03	ZM	22
2019-09-03	4D	47
2019-09-03	CD	15
2019-09-03	Y9	11
2019-09-03	DA	13
2019-09-03	JW	28
2019-09-03	6R	25
2019-09-03	Y1	2
2019-09-03	U7	2
2019-09-03	TE	13
2019-09-03	0C	38
2019-09-03	K8	16
2019-09-03	YI	31
2019-09-04	RT	4
2019-09-04	KT	7
2019-09-04	75	51
2019-09-04	NQ	51
2019-09-04	5D	38
2019-09-04	67	12
2019-09-04	2L	17
2019-09-04	NP	32
2019-09-04	Z7	13
2019-09-04	BO	0
2019-09-04	GH	2
2019-09-04	K6	14
2019-09-04	KS	29
2019-09-04	8K	27
2019-09-04	8G	4
2019-09-04	M2	0
2019-09-04	6P	7
2019-09-04	WI	26
2019-09-04	IV	1
2019-09-04	GL	12
2019-09-04	V2	11
2019-09-04	X2	2
2019-09-04	F0	20
2019-09-04	VG	39
2019-09-05	91	51
2019-09-05	CQ	42
2019-09-05	L6	18
2019-09-05	DU	23
2019-09-05	22	53
2019-09-05	0S	31
2019-09-05	G5	7
2019-09-05	ZG	37
2019-09-05	OA	17
2019-09-05	IO	8
2019-09-05	XK	11
2019-09-05	F7	38
2019-09-05	2L	1
2019-09-05	J3	1
2019-09-05	68	15
2019-09-05	M6	21
2019-09-05	4D	11
2019-09-05	GW	38
2019-09-05	JB	18
2019-09-05	MA	2
2019-09-05	ZY	37
2019-09-05	C2	62
2019-09-05	VJ	43
2019-09-05	1S	28
2019-09-06	A6	13
2019-09-06	11	21
2019-09-06	47	9
2019-09-06	07	4
2019-09-06	A5	15
2019-09-06	RP	44
2019-09-06	AJ	23
2019-09-06	4L	11
2019-09-06	QJ	27
2019-09-06	MR	4
2019-09-06	ST	8
2019-09-06	JG	22
2019-09-06	NE	2
2019-09-06	W1	11
2019-09-06	XO	31
2019-09-06	JF	23
2019-09-06	83	37
2019-09-06	H0	13
2019-09-06	OT	43
2019-09-06	5V	24
2019-09-06	U1	5
2019-09-06	KK	16
2019-09-06	3H	27
2019-09-06	3O	7
2019-09-07	DW	25
2019-09-07	0L	31
2019-09-07	BK	17
2019-09-07	N3	12
2019-09-07	9D	4
2019-09-07	8M	8
2019-09-07	UQ	33
2019-09-07	U7	26
2019-09-07	9G	12
2019-09-07	D6	6
2019-09-07	4X	18
2019-09-07	LM	13
2019-09-07	73	47
2019-09-07	WL	57
2019-09-07	2K	38
2019-09-07	IE	17
2019-09-07	6E	19
2019-09-07	9L	10
2019-09-07	9B	10
2019-09-07	JQ	32
2019-09-07	EV	0
2019-09-07	0Z	17
2019-09-07	NP	20
2019-09-07	5O	26
2019-09-08	7X	11
2019-09-08	ZD	15
2019-09-08	KW	4
2019-09-08	6B	42
2019-09-08	LZ	46
2019-09-08	HR	12
2019-09-08	EA	20
2019-09-08	RW	35
2019-09-08	97	57
2019-09-08	LK	39
2019-09-08	PB	5
2019-09-08	YN	21
2019-09-08	IS	11
2019-09-08	CG	18
2019-09-08	J3	13
2019-09-08	SG	29
2019-09-08	KQ	2
2019-09-08	Y9	10
2019-09-08	K6	17
2019-09-08	00	33
2019-09-08	0N	30
2019-09-08	T7	13
2019-09-08	NJ	13
2019-09-08	6N	20
2019-09-09	95	22
2019-09-09	SL	49
2019-09-09	7K	29
2019-09-09	14	29
2019-09-09	WH	58
2019-09-09	PK	4
2019-09-09	U2	20
2019-09-09	1E	17
2019-09-09	HN	32
2019-09-09	6X	8
2019-09-09	D7	19
2019-09-09	GV	34
2019-09-09	34	54
2019-09-09	NC	42
2019-09-09	D8	21
2019-09-09	CL	19
2019-09-09	JE	0
2019-09-09	DX	13
2019-09-09	RL	2
2019-09-09	77	48
2019-09-09	QW	58
2019-09-09	5B	49
2019-09-09	4U	18
2019-09-09	EQ	13
2019-09-10	LL	2
2019-09-10	NP	6
2019-09-10	2A	43
2019-09-10	UD	38
2019-09-10	0N	27
2019-09-10	FN	22
2019-09-10	1L	23
2019-09-10	HN	25
2019-09-10	N9	15
2019-09-10	Y7	9
2019-09-10	I3	20
2019-09-10	PA	21
2019-09-10	MV	18
2019-09-10	HQ	10
2019-09-10	M8	20
2019-09-10	FR	19
2019-09-10	2Q	21
2019-09-10	HI	14
2019-09-10	RW	24
2019-09-10	DY	12
2019-09-10	DN	11
2019-09-10	PZ	24
2019-09-10	6M	39
2019-09-10	KD	12
2019-09-11	9Q	5
2019-09-11	MV	25
2019-09-11	YY	15
2019-09-11	2E	59
2019-09-11	HH	25
2019-09-11	18	39
2019-09-11	N8	29
2019-09-11	5F	11
2019-09-11	2C	6
2019-09-11	OZ	52
2019-09-11	H8	41
2019-09-11	YQ	42
2019-09-11	VW	3
2019-09-11	K8	42
2019-09-11	W6	10
2019-09-11	UR	26
2019-09-11	DU	14
2019-09-11	9U	11
2019-09-11	QP	19
2019-09-11	ZF	1
2019-09-11	JE	17
2019-09-11	MT	18
2019-09-11	GI	17
2019-09-11	3S	10
2019-09-12	2Q	3
2019-09-12	WW	43
2019-09-12	Y3	34
2019-09-12	49	31
2019-09-12	LU	52
2019-09-12	UR	6
2019-09-12	FQ	16
2019-09-12	MS	9
2019-09-12	YJ	3
2019-09-12	BB	31
2019-09-12	3P	1
2019-09-12	WP	36
2019-09-12	BA	36
2019-09-12	QQ	31
2019-09-12	FD	24
2019-09-12	YV	37
2019-09-12	MG	27
2019-09-12	T2	14
2019-09-12	41	33
2019-09-12	N7	32
2019-09-12	9T	8
2019-09-12	Y7	3
2019-09-12	SI	12
2019-09-12	SY	16
2019-09-13	Q3	40
2019-09-13	SJ	25
2019-09-13	32	56
2019-09-13	S3	33
2019-09-13	I1	12
2019-09-13	VV	50
2019-09-13	2U	37
2019-09-13	10	38
2019-09-13	2I	26
2019-09-13	F4	1
2019-09-13	JQ	33
2019-09-13	9W	11
2019-09-13	HI	1
2019-09-13	WC	9
2019-09-13	Q9	16
2019-09-13	Y0	1
2019-09-13	7P	2
2019-09-13	4P	3
2019-09-13	HZ	30
2019-09-13	ZN	6
2019-09-13	WC	14
2019-09-13	V2	18
2019-09-13	LP	20
2019-09-13	LF	10
2019-09-14	PH	6
2019-09-14	Q3	20
2019-09-14	TP	32
2019-09-14	7W	22
2019-09-14	AR	5
2019-09-14	G3	25
2019-09-14	AW	30
2019-09-14	L1	27
2019-09-14	5H	0
2019-09-14	FT	29
2019-09-14	5H	29
2019-09-14	Y8	20
2019-09-14	HE	4
2019-09-14	V5	2
2019-09-14	M9	5
2019-09-14	24	32
2019-09-14	OJ	51
2019-09-14	UA	3
2019-09-14	4E	29
2019-09-14	SQ	43
2019-09-14	WQ	4
2019-09-14	I0	47
2019-09-14	UY	53
2019-09-14	OB	29
2019-09-15	2Z	5
2019-09-15	A0	27
2019-09-15	GZ	48
2019-09-15	LP	5
2019-09-15	HU	1
2019-09-15	K0	34
2019-09-15	VR	45
2019-09-15	NN	12
2019-09-15	72	51
2019-09-15	F6	19
